,id,carat,depth,table,price,cut_num,color_num,clarity_num
11555,11555,1.35,61.1,61.0,5613,3,1,6
11556,11556,0.94,61.2,57.0,7120,4,5,5
11557,11557,0.37,62.6,56.0,1041,4,6,5
11558,11558,0.77,61.7,56.0,2830,3,3,6
11559,11559,1.03,62.2,60.0,3668,5,5,7
11560,11560,1.32,61.2,57.0,7617,4,2,4
11561,11561,1.25,59.7,59.0,5293,5,2,6
11562,11562,0.41,62.4,53.0,1068,4,4,2
11563,11563,0.46,60.3,56.0,1834,4,6,4
11564,11564,2.0,58.6,62.0,16068,5,2,5
11565,11565,0.73,62.0,57.0,2329,5,5,7
11566,11566,0.5,63.1,57.0,1715,3,7,4
11567,11567,0.32,60.5,56.0,828,4,4,4
11568,11568,2.41,62.5,57.0,16987,4,2,7
11569,11569,0.46,63.2,56.0,1205,2,7,5
11570,11570,0.56,62.1,55.6,2336,3,4,3
11571,11571,0.35,61.5,57.0,718,4,6,4
11572,11572,0.52,59.7,60.0,1344,5,7,6
11573,11573,0.92,62.3,56.0,5779,4,7,6
11574,11574,1.0,62.6,60.0,6518,3,6,5
11575,11575,0.34,61.8,58.0,596,5,4,5
11576,11576,1.27,62.3,56.0,3328,4,2,8
11577,11577,0.71,60.9,58.0,3604,5,5,2
11578,11578,0.52,62.3,57.0,2116,4,6,3
11579,11579,1.01,59.7,57.0,6024,4,4,5
11580,11580,0.5,64.9,56.0,1397,1,6,5
11581,11581,0.33,61.9,57.0,1374,4,6,2
11582,11582,0.62,61.6,55.0,1934,4,7,6
11583,11583,2.01,60.3,60.0,18625,2,4,6
11584,11584,0.4,62.3,54.0,1043,4,4,2
11585,11585,0.63,61.9,59.0,1181,5,1,6
11586,11586,0.52,62.6,58.0,1190,3,6,7
11587,11587,1.0,63.3,61.0,4712,2,5,6
11588,11588,0.3,63.1,57.0,709,3,2,2
11589,11589,0.3,63.9,55.0,675,2,4,5
11590,11590,1.0,58.8,55.0,3629,4,2,7
11591,11591,0.61,61.8,56.0,2556,4,6,5
11592,11592,1.04,61.0,58.0,4999,5,3,6
11593,11593,1.57,59.2,59.0,10914,5,4,6
11594,11594,1.06,62.5,56.0,5393,5,7,7
11595,11595,1.03,61.4,57.0,4503,3,5,7
11596,11596,0.38,60.8,56.0,940,4,6,4
11597,11597,0.71,61.4,58.0,2913,5,7,6
11598,11598,0.25,62.5,59.0,740,5,6,3
11599,11599,0.51,61.7,54.0,1744,4,5,4
11600,11600,1.03,62.6,57.0,5366,4,5,6
11601,11601,1.75,62.2,59.0,10429,5,1,4
11602,11602,0.7,60.1,59.0,1949,4,1,6
11603,11603,0.37,60.7,57.0,833,5,4,5
11604,11604,0.41,62.4,55.0,969,4,6,6
11605,11605,0.32,61.6,55.0,936,4,4,3
11606,11606,0.41,63.1,57.0,705,2,6,6
11607,11607,0.37,60.7,57.0,487,3,5,7
11608,11608,1.75,61.2,57.0,10098,3,2,7
11609,11609,1.01,62.0,57.0,5656,3,7,7
11610,11610,1.01,63.6,60.0,5132,2,6,6
11611,11611,0.4,60.6,60.0,1125,5,3,3
11612,11612,0.29,60.7,55.0,525,4,4,5
11613,11613,2.0,63.3,59.0,11189,3,1,6
11614,11614,1.11,62.0,59.0,5395,5,3,5
11615,11615,1.5,63.1,59.0,7150,3,2,7
11616,11616,0.51,63.2,57.0,1002,2,4,7
11617,11617,0.3,61.8,56.0,1006,3,6,2
11618,11618,1.23,61.2,55.8,11081,3,4,2
11619,11619,1.16,62.0,57.0,9901,4,4,1
11620,11620,1.26,61.5,56.0,10709,4,5,5
11621,11621,0.34,62.2,55.0,745,4,6,5
11622,11622,0.9,58.7,63.0,2930,3,6,7
11623,11623,1.09,61.4,56.0,6872,4,5,6
11624,11624,1.2,61.7,56.0,6740,4,7,7
11625,11625,1.0,62.0,53.0,4551,4,4,7
11626,11626,0.41,61.0,57.0,1015,4,7,6
11627,11627,0.97,59.9,59.0,4726,5,5,6
11628,11628,0.52,61.5,56.0,1206,4,3,6
11629,11629,1.01,60.6,56.0,7001,3,7,5
11630,11630,0.34,59.6,59.0,803,5,7,6
11631,11631,0.4,63.6,57.0,924,2,7,6
11632,11632,2.2,61.7,55.0,17895,4,2,6
11633,11633,0.32,60.9,55.0,404,4,2,6
11634,11634,1.17,59.4,57.0,7155,4,4,4
11635,11635,0.33,62.1,55.0,666,4,4,4
11636,11636,1.51,63.6,58.0,7255,2,2,3
11637,11637,1.23,63.1,56.0,6545,2,4,6
11638,11638,0.31,61.8,55.0,683,4,7,4
11639,11639,0.41,61.7,57.0,1295,4,5,2
11640,11640,2.41,57.7,61.0,17923,2,2,7
11641,11641,1.2,61.3,56.0,5268,4,6,7
11642,11642,2.01,63.7,59.0,12423,2,3,7
11643,11643,0.32,62.5,54.0,943,4,5,1
11644,11644,2.05,61.6,59.0,15291,5,4,6
11645,11645,0.35,61.2,57.0,979,4,4,1
11646,11646,0.56,61.6,56.0,1976,4,4,3
11647,11647,0.5,59.0,60.0,1806,3,6,4
11648,11648,0.34,62.8,58.0,745,3,6,5
11649,11649,0.36,59.7,55.0,571,3,2,3
11650,11650,1.05,60.1,57.0,8623,4,4,2
11651,11651,0.72,62.3,54.0,2295,4,4,7
11652,11652,1.28,60.2,58.0,6093,5,3,7
11653,11653,1.15,61.8,56.0,4701,5,6,7
11654,11654,0.3,64.6,56.0,599,1,5,6
11655,11655,0.37,61.0,56.0,876,4,7,5
11656,11656,0.59,61.2,60.0,1572,5,7,7
11657,11657,0.75,62.1,57.0,2278,4,6,7
11658,11658,1.02,62.3,58.0,4044,5,7,7
11659,11659,1.03,62.8,55.0,7677,3,6,4
11660,11660,1.72,62.0,58.0,14892,5,5,6
11661,11661,0.72,62.3,57.0,2831,4,6,6
11662,11662,0.39,62.1,58.0,855,3,3,3
11663,11663,0.52,62.0,54.0,1624,4,5,6
11664,11664,1.01,63.1,56.0,7565,3,4,3
11665,11665,0.32,62.6,58.0,720,5,4,5
11666,11666,1.51,62.1,54.0,12551,4,4,5
11667,11667,0.41,61.8,56.0,1061,4,3,4
11668,11668,2.01,62.3,59.0,12182,5,2,7
11669,11669,0.9,62.3,58.0,4047,5,5,6
11670,11670,0.53,61.6,56.0,2266,4,7,5
11671,11671,0.31,62.1,54.0,840,4,5,2
11672,11672,1.72,68.5,59.0,5240,1,1,8
11673,11673,1.22,59.5,60.0,9495,3,6,5
11674,11674,0.34,62.1,56.0,880,4,5,5
11675,11675,1.52,62.4,59.0,10767,5,6,6
11676,11676,1.5,62.6,55.0,9265,5,4,6
11677,11677,0.89,60.2,60.0,3356,3,5,7
11678,11678,2.07,62.0,55.0,17095,4,4,7
11679,11679,0.45,62.8,55.0,945,4,5,5
11680,11680,1.24,61.6,59.0,5497,3,2,7
11681,11681,0.7,63.5,59.0,1899,2,2,6
11682,11682,1.51,63.2,57.0,12311,3,7,5
11683,11683,1.21,61.6,59.0,9107,5,5,4
11684,11684,0.7,63.2,61.0,1736,3,5,8
11685,11685,0.3,61.9,61.0,844,5,6,5
11686,11686,0.7,63.0,56.0,2960,3,7,5
11687,11687,1.0,60.5,57.0,5880,4,7,6
11688,11688,1.2,62.8,57.0,7243,4,4,5
11689,11689,1.24,62.8,58.0,4789,3,1,7
11690,11690,0.32,61.8,55.0,612,4,7,7
11691,11691,1.2,61.8,58.0,9007,3,5,5
11692,11692,1.51,64.2,61.0,7695,2,5,7
11693,11693,1.09,63.2,58.0,4853,3,5,7
11694,11694,0.31,61.6,55.0,595,4,3,5
11695,11695,0.41,61.7,55.0,1079,4,6,4
11696,11696,0.72,61.0,59.0,2697,3,7,5
11697,11697,1.01,61.2,59.0,4959,5,3,5
11698,11698,1.5,62.0,63.0,7459,3,3,6
11699,11699,0.3,61.2,61.0,394,3,1,4
11700,11700,0.52,60.7,58.0,1815,5,6,5
11701,11701,1.51,65.0,59.0,8681,1,4,6
11702,11702,0.9,62.4,56.0,4044,4,3,5
11703,11703,0.31,62.3,55.0,571,4,7,6
11704,11704,1.22,62.2,55.0,9292,5,6,5
11705,11705,2.08,61.2,58.0,15321,5,2,7
11706,11706,1.0,62.5,55.0,11214,3,6,1
11707,11707,0.41,62.1,58.0,876,5,6,7
11708,11708,2.35,62.6,60.0,17999,5,3,6
11709,11709,0.41,60.2,59.0,899,5,4,4
11710,11710,0.41,61.9,55.0,1153,4,6,4
11711,11711,0.31,61.4,55.0,571,4,7,6
11712,11712,0.57,62.1,54.6,2442,4,6,3
11713,11713,1.2,62.2,57.0,4368,4,2,6
11714,11714,1.25,62.0,57.0,5355,4,2,7
11715,11715,0.88,61.7,56.0,3328,4,2,6
11716,11716,0.83,63.3,57.0,2543,3,4,7
11717,11717,0.41,62.5,58.0,1295,5,7,3
11718,11718,0.69,65.4,63.0,1691,1,4,7
11719,11719,0.58,61.1,55.0,1951,4,4,5
11720,11720,0.71,63.1,56.0,2462,3,4,5
11721,11721,0.37,62.0,56.0,1292,4,7,2
11722,11722,1.21,61.0,57.0,10295,4,4,2
11723,11723,0.31,61.8,55.0,490,3,4,6
11724,11724,0.33,62.3,53.8,771,4,6,4
11725,11725,0.43,60.3,59.0,1261,4,5,2
11726,11726,0.9,62.6,56.0,4801,4,5,5
11727,11727,1.5,64.8,56.0,13553,1,4,3
11728,11728,1.01,61.8,57.0,6504,4,4,5
11729,11729,0.4,61.7,55.0,1168,4,5,2
11730,11730,0.71,64.2,57.0,1715,2,2,6
11731,11731,1.16,61.9,56.0,4969,4,4,7
11732,11732,1.17,60.7,56.0,6419,4,4,6
11733,11733,1.73,61.7,56.0,12998,3,3,5
11734,11734,0.7,62.6,60.0,2765,3,6,5
11735,11735,1.0,60.5,61.0,4004,2,6,7
11736,11736,1.01,61.8,59.0,5204,5,3,6
11737,11737,2.04,62.5,58.0,17028,5,2,5
11738,11738,2.14,62.3,58.0,14490,5,3,6
11739,11739,0.74,61.6,59.0,1931,5,1,6
11740,11740,2.0,61.1,60.0,13986,5,4,7
11741,11741,0.53,61.0,55.0,1219,3,4,6
11742,11742,0.7,61.8,57.0,3011,4,5,5
11743,11743,0.31,62.6,55.0,698,4,3,4
11744,11744,0.3,62.1,55.0,1013,4,3,1
11745,11745,1.0,59.1,58.0,4805,5,6,6
11746,11746,0.3,61.1,61.0,819,5,3,2
11747,11747,0.41,61.0,59.0,791,5,7,6
11748,11748,1.01,60.7,63.0,6239,3,4,4
11749,11749,0.57,61.7,59.0,1176,5,5,7
11750,11750,0.54,59.9,57.0,1778,3,5,4
11751,11751,0.3,62.9,53.0,407,4,3,6
11752,11752,0.5,63.7,59.0,1090,2,6,6
11753,11753,1.2,62.8,56.0,9784,4,4,2
11754,11754,0.32,62.4,56.0,645,4,5,5
11755,11755,0.5,59.6,61.0,1214,2,5,6
11756,11756,1.0,61.4,58.0,8216,3,5,3
11757,11757,0.52,62.5,56.0,1793,4,6,4
11758,11758,0.32,59.5,64.0,756,2,6,4
11759,11759,0.73,62.0,57.0,3200,3,5,4
11760,11760,1.0,61.6,57.0,6600,4,6,5
11761,11761,0.51,61.7,58.0,1971,5,5,4
11762,11762,2.05,61.6,56.0,18017,4,4,7
11763,11763,0.8,64.2,58.0,2753,2,4,5
11764,11764,0.9,61.3,59.0,4155,5,3,5
11765,11765,0.41,60.6,57.0,1192,4,5,3
11766,11766,0.7,62.8,60.0,2367,5,3,4
11767,11767,1.23,62.4,57.0,8085,4,4,5
11768,11768,1.73,60.9,59.0,11554,3,2,6
11769,11769,0.41,63.3,58.0,904,3,5,6
11770,11770,1.52,61.4,58.0,11516,5,3,4
11771,11771,0.53,60.6,56.0,2293,4,4,1
11772,11772,0.3,62.8,56.0,641,4,5,6
11773,11773,0.52,62.6,57.0,1689,4,6,5
11774,11774,0.51,60.9,57.0,1836,5,5,4
11775,11775,1.03,57.9,59.0,2540,2,2,8
11776,11776,0.3,60.7,55.0,814,3,6,3
11777,11777,0.9,63.2,56.0,3120,3,2,6
11778,11778,0.51,60.9,58.0,1597,5,7,5
11779,11779,1.54,60.3,59.0,8092,4,2,7
11780,11780,2.01,62.1,60.0,18398,3,4,6
11781,11781,0.3,60.6,61.0,789,3,4,2
11782,11782,0.3,60.3,57.0,631,3,4,3
11783,11783,0.51,61.9,58.0,1831,5,6,4
11784,11784,0.25,62.9,55.0,535,4,5,5
11785,11785,1.22,61.6,60.0,7850,5,4,4
11786,11786,0.9,62.6,55.0,3964,3,3,4
11787,11787,1.76,59.6,58.0,13867,5,7,7
11788,11788,1.2,61.0,58.0,6129,5,3,6
11789,11789,0.38,60.9,58.0,933,3,7,5
11790,11790,0.32,62.0,57.0,561,4,4,5
11791,11791,0.54,59.5,58.0,1786,5,5,5
11792,11792,0.9,63.7,61.0,3246,2,2,5
11793,11793,0.33,61.9,57.0,579,4,6,6
11794,11794,0.54,63.2,55.0,1422,2,4,5
11795,11795,0.27,63.9,57.0,752,2,6,2
11796,11796,1.01,60.2,61.0,3563,5,5,7
11797,11797,0.9,63.0,53.0,3196,2,2,6
11798,11798,1.01,62.2,54.0,6257,4,7,6
11799,11799,0.33,61.5,55.0,738,4,6,5
11800,11800,1.27,63.1,59.0,5953,3,2,6
11801,11801,1.21,61.9,57.0,4968,4,1,6
11802,11802,1.09,62.0,54.0,4361,4,1,5
11803,11803,0.36,61.9,55.0,1029,4,4,1
11804,11804,0.62,61.0,62.0,1850,2,4,5
11805,11805,0.7,62.7,54.0,2723,4,4,5
11806,11806,2.48,63.3,56.0,17893,3,3,6
11807,11807,2.52,63.7,59.0,17608,2,4,7
11808,11808,0.44,62.9,58.0,849,3,7,6
11809,11809,1.51,62.3,59.0,7848,5,1,4
11810,11810,0.93,62.5,58.0,4081,5,5,6
11811,11811,0.7,61.3,59.0,2987,4,4,4
11812,11812,0.7,63.3,58.0,2048,3,3,6
11813,11813,0.41,61.4,57.0,1243,4,6,3
11814,11814,1.1,62.4,56.0,5596,4,5,7
11815,11815,0.91,62.8,59.0,4739,5,6,5
11816,11816,0.42,63.5,54.0,829,3,2,6
11817,11817,1.0,59.6,60.0,6745,3,7,5
11818,11818,1.21,62.3,58.0,7223,5,3,4
11819,11819,0.97,58.8,58.0,3346,5,3,7
11820,11820,1.51,62.6,59.0,8770,5,1,3
11821,11821,0.51,62.3,57.0,1687,5,7,6
11822,11822,0.32,62.4,55.0,842,4,4,2
11823,11823,2.01,62.3,60.0,14426,2,3,7
11824,11824,0.51,61.8,55.0,2075,4,6,4
11825,11825,1.19,60.2,57.0,5717,4,6,7
11826,11826,1.08,63.4,57.0,5286,3,3,6
11827,11827,1.34,62.0,55.0,5358,4,4,7
11828,11828,1.2,63.1,57.0,5853,3,3,4
11829,11829,1.12,63.1,56.0,4673,3,3,6
11830,11830,0.31,61.6,54.8,557,4,3,4
11831,11831,0.35,61.6,55.0,767,4,6,5
11832,11832,0.38,61.9,57.0,1176,4,6,3
11833,11833,0.32,61.3,56.0,918,4,4,1
11834,11834,0.33,63.2,58.0,572,3,2,6
11835,11835,0.71,61.5,56.0,3710,4,5,4
11836,11836,0.79,62.0,56.0,3413,4,4,4
11837,11837,0.43,60.8,57.0,1135,4,6,3
11838,11838,0.3,62.3,55.0,826,4,6,2
11839,11839,1.26,62.7,58.0,6277,4,5,7
11840,11840,1.01,62.7,57.0,6066,2,4,4
11841,11841,1.08,60.2,59.0,4488,5,5,7
11842,11842,0.24,62.2,60.0,485,3,6,3
11843,11843,0.5,61.3,55.0,1695,4,6,5
11844,11844,0.7,60.0,57.0,2767,3,5,4
11845,11845,2.24,61.7,58.0,16709,4,2,7
11846,11846,0.34,60.4,56.0,589,5,2,6
11847,11847,0.56,61.8,59.0,1819,5,6,5
11848,11848,1.75,59.6,60.0,17036,3,4,4
11849,11849,0.34,62.4,56.0,459,4,2,6
11850,11850,0.3,61.6,56.0,384,4,1,5
11851,11851,1.02,62.4,58.0,8990,3,5,2
11852,11852,0.91,62.3,60.0,4049,3,5,6
11853,11853,0.9,57.4,63.0,1939,2,3,8
11854,11854,1.0,63.3,53.0,4732,3,3,4
11855,11855,0.91,63.6,60.0,4284,2,4,4
11856,11856,1.01,62.7,56.0,4197,5,5,7
11857,11857,0.54,61.8,56.0,2041,4,7,5
11858,11858,0.34,61.4,59.0,596,5,3,4
11859,11859,0.71,61.5,58.0,2141,3,2,6
11860,11860,1.39,62.6,57.0,3985,5,2,8
11861,11861,0.79,60.3,56.0,3171,4,6,6
11862,11862,0.9,62.7,57.0,3990,4,7,7
11863,11863,0.31,62.2,56.0,625,3,4,4
11864,11864,0.47,60.6,55.0,1780,3,4,2
11865,11865,0.31,61.2,56.0,901,4,5,1
11866,11866,0.31,63.1,57.0,516,2,5,6
11867,11867,0.41,59.8,57.0,899,4,4,4
11868,11868,0.5,63.5,61.0,1279,2,6,6
11869,11869,1.12,62.2,59.0,5058,5,2,4
11870,11870,1.06,60.4,58.0,6296,5,4,5
11871,11871,0.4,63.2,57.0,810,3,1,4
11872,11872,0.5,59.1,58.0,1286,5,5,6
11873,11873,0.32,62.5,58.0,730,5,3,2
11874,11874,0.75,62.0,55.0,3462,4,6,4
11875,11875,2.01,59.3,61.0,17759,3,6,7
11876,11876,1.1,60.4,55.0,4897,4,5,7
11877,11877,1.03,61.7,57.0,10607,4,7,4
11878,11878,0.41,61.7,59.0,719,5,4,6
11879,11879,1.02,61.3,57.0,11128,4,6,2
11880,11880,0.53,60.0,58.0,1753,5,7,6
11881,11881,0.33,62.6,55.0,898,3,4,1
11882,11882,0.42,62.2,54.0,847,4,4,5
11883,11883,0.72,60.8,58.0,2318,5,4,6
11884,11884,0.7,60.1,59.0,2352,5,2,3
11885,11885,1.39,62.4,59.0,8925,5,5,6
11886,11886,0.7,61.9,56.0,5338,4,6,2
11887,11887,0.34,62.2,56.0,956,4,5,4
11888,11888,0.53,65.5,59.0,923,2,2,6
11889,11889,0.41,61.9,55.0,1115,4,5,3
11890,11890,0.33,62.8,59.0,868,3,4,2
11891,11891,2.08,63.8,58.0,14084,2,2,7
11892,11892,0.52,61.5,56.0,1214,4,3,6
11893,11893,1.02,66.6,58.0,3633,1,5,7
11894,11894,1.1,61.0,56.0,10410,4,7,3
11895,11895,1.14,62.6,57.0,4150,4,3,7
11896,11896,0.41,61.9,55.0,1192,4,5,3
11897,11897,0.27,61.6,54.0,490,4,4,5
11898,11898,1.0,58.3,63.0,3360,3,2,7
11899,11899,0.4,62.5,54.0,792,4,4,5
11900,11900,1.01,65.5,58.0,4369,2,5,6
11901,11901,0.31,62.5,57.0,734,4,7,5
11902,11902,1.31,61.5,57.0,9891,4,4,4
11903,11903,0.7,62.4,55.0,2993,4,5,4
11904,11904,1.14,60.5,60.0,7099,4,4,5
11905,11905,1.65,61.6,58.0,11712,5,7,7
11906,11906,0.28,60.2,58.0,487,3,6,4
11907,11907,1.09,61.7,57.0,4733,4,4,7
11908,11908,0.53,61.6,56.0,1621,4,7,6
11909,11909,0.4,62.9,55.0,1111,3,5,2
11910,11910,0.36,62.3,56.0,865,3,3,1
11911,11911,0.3,61.3,56.0,776,4,3,3
11912,11912,1.02,60.3,58.0,4633,3,7,7
11913,11913,1.0,65.7,61.0,3443,1,5,7
11914,11914,1.1,60.4,57.0,8724,3,4,2
11915,11915,1.07,62.4,55.0,6648,4,4,5
11916,11916,0.71,62.3,57.0,2930,4,5,5
11917,11917,0.35,62.5,56.0,830,4,5,3
11918,11918,2.22,62.9,59.0,15184,5,2,7
11919,11919,0.57,60.8,59.0,1918,5,7,5
11920,11920,0.3,58.8,63.0,614,3,7,6
11921,11921,1.5,63.1,57.0,8820,3,6,7
11922,11922,2.2,61.8,54.0,13719,5,2,7
11923,11923,0.73,61.8,59.0,2510,5,6,6
11924,11924,1.1,61.5,60.0,5088,5,7,7
11925,11925,0.58,60.6,56.0,1809,4,5,5
11926,11926,1.2,63.3,59.0,4274,3,5,7
11927,11927,0.54,61.8,56.0,2090,4,4,3
11928,11928,0.82,63.3,56.0,3460,3,4,4
11929,11929,0.3,61.6,56.0,694,3,5,2
11930,11930,1.22,62.3,58.0,6398,4,2,6
11931,11931,0.87,61.5,57.0,2661,5,5,7
11932,11932,0.71,61.9,59.0,2266,5,2,4
11933,11933,1.0,59.3,61.0,4916,2,6,6
11934,11934,1.02,60.8,58.0,4633,5,4,6
11935,11935,0.33,65.1,59.0,922,1,3,3
11936,11936,0.23,64.5,55.0,472,2,6,3
11937,11937,1.5,60.7,59.0,18691,3,4,5
11938,11938,0.71,62.6,58.0,2803,5,5,5
11939,11939,0.9,64.0,57.0,3601,2,3,5
11940,11940,0.4,60.3,59.0,877,5,4,4
11941,11941,1.22,62.0,60.0,9756,5,7,5
11942,11942,0.25,62.2,57.0,548,3,6,3
11943,11943,1.0,63.2,57.0,5299,2,6,6
11944,11944,0.34,61.9,60.0,689,5,3,5
11945,11945,0.29,61.8,59.0,504,3,6,4
11946,11946,0.37,61.1,59.0,666,5,2,5
11947,11947,0.66,61.6,55.0,1936,4,3,6
11948,11948,0.31,63.5,57.0,628,3,3,5
11949,11949,0.58,60.1,57.0,1965,4,6,4
11950,11950,0.41,62.7,55.0,1007,4,5,4
11951,11951,0.93,62.3,57.0,3101,4,2,7
11952,11952,1.16,61.9,55.0,9781,4,4,2
11953,11953,0.74,63.0,56.0,2277,3,4,7
11954,11954,1.34,61.6,56.0,6904,4,3,7
11955,11955,0.42,61.9,57.0,1040,4,7,6
11956,11956,0.3,60.6,60.0,776,5,5,5
11957,11957,1.06,61.6,59.0,4872,5,3,6
11958,11958,1.5,66.1,57.0,7832,1,3,6
11959,11959,1.52,61.8,58.0,10316,4,5,7
11960,11960,0.35,63.5,54.0,722,4,6,5
11961,11961,0.36,61.6,56.0,597,4,1,6
11962,11962,1.17,62.7,57.0,5842,4,7,7
11963,11963,0.71,62.2,59.0,3062,5,6,5
11964,11964,0.57,60.7,55.0,2206,4,4,3
11965,11965,0.5,63.2,56.0,1157,2,7,7
11966,11966,0.38,61.2,59.0,700,3,6,6
11967,11967,0.53,61.8,55.0,1721,4,4,4
11968,11968,0.31,60.8,54.0,872,4,6,5
11969,11969,0.72,61.3,56.0,2316,5,4,6
11970,11970,1.06,62.2,55.0,6069,4,2,3
11971,11971,0.3,62.1,54.0,526,4,3,4
11972,11972,1.52,62.0,58.0,7906,5,3,7
11973,11973,0.7,63.1,58.0,2643,3,6,6
11974,11974,0.4,59.9,57.0,1123,4,7,4
11975,11975,0.43,61.4,56.0,1235,4,5,4
11976,11976,1.2,60.2,60.0,4203,5,7,7
11977,11977,0.34,63.3,57.0,556,2,6,6
11978,11978,0.64,59.3,60.7,2063,2,5,5
11979,11979,0.5,62.6,58.0,1559,5,6,5
11980,11980,1.2,63.5,59.0,4758,3,7,7
11981,11981,1.66,61.0,55.0,10691,4,2,4
11982,11982,0.34,62.9,56.0,935,4,5,2
11983,11983,2.21,60.6,62.0,12215,3,1,7
11984,11984,0.36,62.1,55.0,729,4,3,5
11985,11985,0.3,62.7,58.0,776,5,5,5
11986,11986,0.75,60.6,57.0,5288,4,5,2
11987,11987,1.51,63.7,57.0,9741,2,4,5
11988,11988,1.03,62.2,57.0,3997,4,2,7
11989,11989,1.51,61.6,58.0,8067,4,1,4
11990,11990,1.02,63.2,59.0,5301,2,5,6
11991,11991,0.75,61.8,58.0,3206,5,6,5
11992,11992,0.5,60.4,56.0,1892,4,6,5
11993,11993,0.9,62.0,58.0,3617,5,1,2
11994,11994,0.3,59.4,60.0,873,4,5,1
11995,11995,0.34,60.0,58.0,589,5,2,6
11996,11996,0.3,62.1,55.0,621,4,6,5
11997,11997,0.52,62.2,56.0,1919,4,7,5
11998,11998,1.23,61.7,57.0,9037,5,6,5
11999,11999,0.36,61.0,60.0,568,3,3,5
12000,12000,1.5,61.7,60.0,11007,1,3,4
12001,12001,0.31,62.0,54.0,698,4,3,4
12002,12002,2.01,62.5,60.0,9658,5,2,7
12003,12003,0.31,62.7,58.0,380,3,1,5
12004,12004,1.24,61.8,57.6,5265,5,1,5
12005,12005,1.21,59.1,55.0,5184,5,4,7
12006,12006,0.76,61.3,56.0,3079,4,6,5
12007,12007,0.32,61.7,54.0,918,4,4,1
12008,12008,1.21,61.8,57.0,5996,4,5,7
12009,12009,1.24,61.4,58.0,6503,4,5,7
12010,12010,1.01,62.8,59.0,4672,5,7,7
12011,12011,0.9,62.2,56.0,3931,4,4,6
12012,12012,1.54,61.0,56.0,17029,4,5,5
12013,12013,0.35,61.7,56.0,984,4,6,5
12014,12014,0.85,62.5,57.0,2833,4,3,7
12015,12015,0.41,61.4,58.0,1015,5,7,6
12016,12016,0.25,61.1,60.0,399,3,7,5
12017,12017,0.3,60.2,58.0,956,5,4,1
12018,12018,0.4,64.2,57.0,662,2,6,6
12019,12019,1.61,60.9,57.0,10197,4,5,6
12020,12020,0.43,62.4,56.0,716,4,3,6
12021,12021,0.43,62.4,56.0,1218,4,2,4
12022,12022,0.51,61.6,55.0,1985,4,6,5
12023,12023,0.64,61.9,56.0,2766,4,4,2
12024,12024,1.01,60.4,64.0,4129,2,1,4
12025,12025,0.56,60.6,59.0,1723,5,7,6
12026,12026,0.4,62.6,58.0,842,5,5,5
12027,12027,0.34,61.8,57.0,574,5,2,6
12028,12028,0.7,61.3,58.0,2312,3,5,6
12029,12029,1.2,60.1,57.0,7865,5,5,5
12030,12030,0.59,61.9,57.0,2336,4,4,5
12031,12031,1.21,59.5,60.0,5556,5,1,4
12032,12032,0.42,60.6,58.0,984,5,4,4
12033,12033,0.33,60.4,59.0,743,5,6,6
12034,12034,0.3,61.6,57.0,776,4,5,5
12035,12035,0.92,62.3,59.0,3318,5,4,7
12036,12036,1.01,60.9,57.0,6787,4,5,5
12037,12037,0.32,61.2,59.0,730,5,4,3
12038,12038,0.32,60.3,57.0,780,4,7,4
12039,12039,1.01,61.1,58.0,5619,3,7,6
12040,12040,1.51,61.3,61.0,7585,5,4,6
12041,12041,0.53,62.1,56.0,1813,4,6,5
12042,12042,0.42,60.0,61.0,743,3,6,6
12043,12043,0.34,61.8,58.0,612,5,2,5
12044,12044,0.38,61.0,56.0,874,4,5,6
12045,12045,1.15,61.7,59.0,5193,5,6,7
12046,12046,0.72,62.9,57.0,2990,3,6,5
12047,12047,0.72,62.8,58.0,3689,5,5,2
12048,12048,0.7,61.6,56.0,3399,4,5,4
12049,12049,0.77,59.4,61.0,3488,3,6,4
12050,12050,0.31,62.4,56.0,707,4,4,3
12051,12051,1.62,62.4,57.0,9604,4,2,5
12052,12052,1.14,63.3,57.0,12647,3,6,1
12053,12053,0.31,61.8,58.0,592,3,5,4
12054,12054,0.76,58.8,59.0,2680,2,6,7
12055,12055,0.5,62.1,57.0,1610,4,7,6
12056,12056,0.72,62.0,55.0,2958,4,3,2
12057,12057,0.25,60.0,56.0,575,3,6,2
12058,12058,0.93,62.7,58.0,4925,3,5,5
12059,12059,0.3,63.2,59.0,684,2,6,3
12060,12060,1.08,61.9,58.0,8481,4,7,5
12061,12061,0.5,61.1,61.0,1624,3,6,5
12062,12062,2.05,62.8,56.0,14071,3,2,7
12063,12063,0.75,61.7,56.0,2964,4,6,6
12064,12064,0.36,60.7,59.0,775,4,5,4
12065,12065,0.71,61.7,57.0,2982,4,4,2
12066,12066,0.59,62.6,58.0,2515,5,7,3
12067,12067,1.01,60.9,60.0,3297,5,5,7
12068,12068,0.55,60.9,57.0,2789,4,4,1
12069,12069,2.07,62.2,54.0,17614,4,4,7
12070,12070,1.0,62.5,59.0,4493,5,4,6
12071,12071,0.56,60.1,58.0,1585,5,3,4
12072,12072,1.04,61.4,65.0,5601,2,4,5
12073,12073,1.01,61.9,58.0,4346,3,1,6
12074,12074,0.31,59.4,59.0,544,5,2,3
12075,12075,2.13,62.6,58.0,13148,5,1,7
12076,12076,2.08,62.3,58.0,14947,5,2,7
